Number of Trips <1,Number of Trips 1-5,Number of Trips 5-25,Number of Trips 25-100,Number of Trips >=100,date
935204365.3529502,1417033282.9367151,1281061636.8975306,240341714.12934753,23163235.165867426,2019/12/01
933568333.9561886,1417452448.5163875,1279230609.5840664,240172711.67659354,23289051.288174793,2019/12/02
929702375.3625957,1414459254.2822678,1273979023.1368682,239484812.32342044,23494007.847582165,2019/12/03
930522114.8258187,1414896855.972614,1272443407.3356018,239740929.1655435,23887123.19106404,2019/12/04
927407287.0152166,1411607824.437314,1268910301.012298,239390477.2765925,23918136.24423635,2019/12/05
926126174.076187,1410005140.758265,1266851279.8845525,239284346.2505307,23990722.53802105,2019/12/06
925674298.7521632,1409548734.2152948,1266675948.7184348,239864085.13665026,24037626.6584059,2019/12/07
923937363.5345953,1408923634.635634,1264726113.3984601,239854735.29321346,24199687.09140161,2019/12/08
922377365.371006,1408691822.364477,1261631399.8597496,239627655.0646984,24359092.564327527,2019/12/09
918931354.7549807,1405604467.2414823,1255420102.887158,238819167.08730274,24575115.621315718,2019/12/10
916720394.3996435,1403449083.8506308,1251447978.4096324,238332047.2138222,24536002.957186215,2019/12/11
914123113.7621849,1400156236.3622668,1247109754.262758,237799127.23345527,24430505.407799248,2019/12/12
912715423.6939121,1397776253.885164,1243842596.2095573,237514940.76144698,24403633.802609596,2019/12/13
912194064.7429482,1396837219.435084,1242630091.713232,237982610.6755743,24379472.677555356,2019/12/14
910373338.611477,1395420238.4760227,1239324048.2641926,237721943.2698755,24425330.903067224,2019/12/15
908825521.338479,1394664414.2289028,1234976909.5420265,237264746.97064942,24505571.181267846,2019/12/16
905830595.7623286,1391726833.130936,1228451515.9436653,236463417.31391597,24678580.38164709,2019/12/17
903784870.9850123,1389374993.6949139,1224116993.8739016,236070267.52769467,24697029.800218068,2019/12/18
900993041.0391867,1385568662.5405908,1219083883.367527,235548077.80288923,24666797.688164156,2019/12/19
901177367.0627522,1384901025.6067579,1214602694.8803375,234784616.36124223,24728811.066478673,2019/12/20
903222976.2140895,1386715485.5594232,1213836706.4420605,235141364.5435002,24727869.10509807,2019/12/21
902953085.2885728,1386626514.346224,1210174135.790451,234804288.75845283,24780124.640910868,2019/12/22
902291535.4626806,1386372041.3250213,1205380168.749033,234303758.55122536,24855407.10442809,2019/12/23
900098197.6870772,1383530349.743677,1197775441.5693128,233328543.94320157,24969094.167984914,2019/12/24
898912217.5335463,1381229932.4573028,1192405574.4436502,232767320.0761382,24967876.414504714,2019/12/25
896624349.2954915,1376822354.8481317,1185773647.1022549,231947105.54583383,24870324.815184597,2019/12/26
895364697.8353245,1373842264.023006,1180787889.467858,231382298.8656542,24846834.738277875,2019/12/27
895501475.2958614,1373081976.7420876,1178127302.340716,231575446.58236468,24852571.326319207,2019/12/28
896886652.4754486,1375219423.653593,1176704364.493428,231844090.7690037,25049810.134066947,2019/12/29
895815235.3141838,1374377679.5600069,1171436467.0558364,231319662.34952104,25201585.87315444,2019/12/30
893771469.422291,1371580496.7246304,1163981662.0596268,230377132.11027202,25466267.110090718,2019/12/31
891833151.2797624,1368472502.1252818,1157675372.9476318,229708139.8506936,25644647.795289323,2020/01/01
889597101.3152189,1364817094.5222802,1151535432.705313,228961911.52913734,25678681.265710145,2020/01/02
888331100.8058234,1361916479.8492403,1147007429.3764315,228579353.84740806,25767549.82134822,2020/01/03
888474346.9369946,1360681858.6329508,1144801815.1215894,229076247.3674735,25998734.817089517,2020/01/04
887763881.0540153,1358891730.6157997,1140729973.5557044,229123424.63997075,26350965.585597392,2020/01/05
887793604.9105045,1358725194.2804742,1136111766.6379278,228871141.4369291,26705137.559634566,2020/01/06
884949913.2967541,1353454425.0168765,1128732850.2738142,228467835.12074995,27184674.549946163,2020/01/07
883240856.3382899,1350567300.1108065,1123645080.15863,228193587.9215184,27484593.520936433,2020/01/08
881890750.8574058,1347528982.5124364,1118739718.2620616,227871447.89350203,27717490.87775947,2020/01/09
880684841.7764444,1344129882.5726118,1114301806.4724739,227636692.0014429,27960181.20940911,2020/01/10
880664738.602934,1342698857.6130605,1112207487.1362367,228168734.97348768,28175994.529788695,2020/01/11
879535317.350169,1340845199.3893082,1108473883.6020086,228106704.4724434,28514656.682241768,2020/01/12
878446141.8119733,1339944798.7810922,1103697937.7417796,227620869.93158546,28753750.990990106,2020/01/13
876303055.0671011,1337457363.0921712,1096613140.9952414,226512784.05832064,29036999.028473426,2020/01/14
875161349.9628015,1335298438.5929623,1091888429.2708764,226001760.68846518,29224856.351095956,2020/01/15
874356757.242147,1332948405.8894532,1087494550.7025006,225537350.0731387,29368134.23492316,2020/01/16
874638807.190294,1331862250.2236283,1084494690.1733878,225474718.0157689,29606978.482995506,2020/01/17
873867962.7473947,1328791850.6616116,1080448307.7231393,226064939.10322618,29826720.344093245,2020/01/18
874462187.0157584,1328683966.5700326,1077083990.491193,225967669.18835896,30149577.627038985,2020/01/19
874656870.992918,1328263149.593429,1072695275.4418082,225663006.6791789,30523834.528291207,2020/01/20
873195390.2114158,1325987637.612255,1066886456.8697915,224989574.79889968,30716068.71263486,2020/01/21
873310986.5385623,1325294711.083629,1064205650.7979709,224714305.7021153,30667447.48177197,2020/01/22
873520231.6427249,1323984759.4816058,1061937845.5664965,224776626.3711443,30658879.87111771,2020/01/23
875211524.7879539,1323703915.112534,1061497238.9384086,225374549.1740624,30697360.77280399,2020/01/24
878572184.4622173,1325607636.4527535,1063053838.0752541,226741289.84293985,31028706.010116033,2020/01/25
880778956.037887,1327167304.1041963,1062580390.8406425,227174764.97194684,31405245.188668795,2020/01/26
883401998.6942097,1330233074.9715805,1062179803.976521,227587619.99976516,31771809.41158231,2020/01/27
885857487.1910065,1332694960.0049648,1060329921.4429952,227671605.1436892,32196587.250541884,2020/01/28
889259289.4812955,1335677071.121248,1060446229.67486,228171920.01699498,32542184.117931508,2020/01/29
891509590.1106796,1337086182.8470962,1060898003.7628651,228861856.4731628,32835883.69069166,2020/01/30
894444683.2645044,1338960562.213456,1063329808.9622095,230245154.857871,33155391.89563833,2020/01/31
899178996.4470387,1343513153.6535208,1068437421.8627363,232171325.1597709,33515648.294783056,2020/02/01
903374993.7097391,1348188525.886399,1071566829.7920191,233284066.53040397,33926990.78747889,2020/02/02
906729746.2192189,1352835466.6332283,1073946025.513929,234161186.9224994,34296185.11543786,2020/02/03
908179904.2510424,1355169229.9489877,1073723256.4115517,234399910.3195905,34695429.81203173,2020/02/04
910240581.605861,1357201839.2789714,1074925751.6273372,235023166.28875145,35007800.33312556,2020/02/05
912315974.4611241,1358802687.4385462,1076310012.4497602,235658627.09485626,35274138.89159789,2020/02/06
915324142.9807727,1360641314.601797,1079694447.8640835,236955427.4465699,35520921.30945809,2020/02/07
919760879.1274081,1364099026.3897865,1084267744.0643082,238426584.01263902,35790046.15505621,2020/02/08
923284142.7727809,1367912542.8446577,1087684670.6518273,239284236.42701527,36101673.570664726,2020/02/09
926043651.9387877,1371043382.2572536,1089785266.775463,239844888.3688735,36387018.51062374,2020/02/10
926814434.8568383,1371945943.7720673,1089966519.9187667,239958623.2951069,36715180.69453045,2020/02/11
929251509.7584608,1374347435.1903644,1092148914.3781502,240465423.8819131,36977696.9849915,2020/02/12
930299922.940255,1374554893.538437,1092563255.5371747,240702113.2678594,37264147.96637795,2020/02/13
929020438.9353151,1369115233.9405565,1090517162.5446231,241479913.2463999,37606984.07227395,2020/02/14
928989073.6378516,1367585237.605548,1091686058.2603636,242414343.9931395,37912028.37933569,2020/02/15
927055275.0311474,1364789335.5430608,1090987168.6558442,242558538.34509218,38250963.18174404,2020/02/16
924643836.3690219,1361704067.2886295,1089126879.7745514,242376670.3220161,38579690.2059707,2020/02/17
919722578.4541206,1355277154.905064,1084187633.223857,241566962.36393303,38913440.249046825,2020/02/18
915615060.9795434,1351319906.3578942,1080902342.8155484,240596682.51572502,38998819.37891029,2020/02/19
914905553.069634,1352035335.0382283,1082836898.2005827,240672339.22697377,39053924.46939409,2020/02/20
909463100.9890752,1342199329.8463411,1075482711.9454124,239888204.09849694,39295327.75989299,2020/02/21
909498124.9113703,1339680817.2533307,1074531427.9693627,240359229.80442962,39513688.55559295,2020/02/22
907655080.8048074,1335461316.9255352,1070494194.8560538,239750657.04014832,39701651.9146997,2020/02/23
903502664.3737432,1329076209.1052158,1064696743.7337617,238755764.33695975,39772347.6011596,2020/02/24
897730344.4600887,1320269725.5850728,1056318948.6524715,237085767.66809398,39873443.951556765,2020/02/25
894190513.5325478,1313131362.3005521,1050430286.5807273,236192799.56255344,39890346.664363965,2020/02/26
890558262.4011087,1305508367.7872367,1044427385.0663427,235217510.95007288,39793936.022596896,2020/02/27
887562057.3312807,1297712363.6556668,1039462537.6474023,234674908.76679254,39750692.744739994,2020/02/28
886021215.5234922,1292183484.2979329,1036449787.6551073,234434122.3355037,39673377.662150174,2020/02/29
883028974.527955,1286433419.8629394,1031461375.6451253,233338097.01977912,39566090.950222686,2020/03/01
878951688.6783291,1279705748.7294703,1023248992.2021158,231429745.44038934,39484986.02366888,2020/03/02
873554045.232386,1271327133.3328052,1013267099.4743025,229004101.59027347,39413899.97861777,2020/03/03
870068274.424059,1263805910.5925713,1005446504.7720875,227303613.98787758,39226765.61835459,2020/03/04
866760365.4789298,1255946255.7678185,997832152.8270174,225715901.43366116,39008299.01521274,2020/03/05
863790237.9241018,1247947833.682206,991489543.0918483,224637710.11804426,38827159.0413416,2020/03/06
861997964.4186156,1241350552.9982083,986486769.0401357,223866269.05211058,38666752.88183925,2020/03/07
859184328.9028848,1235056955.4469838,979513937.040323,222246487.68253493,38509599.312396884,2020/03/08
854727027.8170592,1227637185.2368095,970543726.4816506,220026514.7728996,38288050.7439187,2020/03/09
849236520.0797664,1218536600.5715506,960046339.5137959,217381637.63291407,38055926.057351045,2020/03/10
844476913.9952171,1209225888.1099539,950843372.9493644,215404129.97655052,37811333.51188779,2020/03/11
839776053.343561,1199708018.1063547,942192313.5893267,213545136.42260218,37475036.350899875,2020/03/12
835655688.2373507,1190915782.5999603,935223652.4620215,212127117.30967748,37129772.42996511,2020/03/13
833114444.9137762,1184070484.7215319,929966261.6653173,211059802.41606003,36775736.821993664,2020/03/14
830232020.3244069,1177869429.9478364,923112772.8266321,209340047.94237402,36452986.039803825,2020/03/15
826039849.7266484,1170511765.9990025,914714289.5082488,207288109.88046032,36079604.569435485,2020/03/16
820793026.2033879,1162081264.420898,904439532.5134522,204612321.1934618,35689544.33742494,2020/03/17
817247457.34248,1154689687.8343754,896508236.8626124,202604578.84332705,35178817.46198114,2020/03/18
813866444.1320573,1146919598.575733,888717225.9825118,200668171.11310077,34662834.889553085,2020/03/19
810918500.4964424,1139031100.98318,882318694.3879402,199247171.64948174,34146720.11678946,2020/03/20
808896984.4441007,1132576329.0403757,877171092.8475052,198159722.77638,33763447.00278102,2020/03/21
805155736.0817754,1126642108.0419612,870353050.216983,196406782.07763952,33412134.40038197,2020/03/22
799840908.7470913,1119837833.6989434,862098908.2862148,194293277.34801337,33017983.93609287,2020/03/23
793898439.3731583,1112108845.6022587,852379133.7014402,191566081.56718117,32595363.85017947,2020/03/24
790083546.5583383,1105804087.9277425,845208226.7731887,189659053.08471572,32143502.205720905,2020/03/25
786216213.1262665,1099098816.1877496,838419397.9487627,187908072.2661262,31653404.59785143,2020/03/26
782876635.1562698,1092185371.2578702,832570561.7220392,186608044.47372088,31219580.424769126,2020/03/27
779978519.2501184,1085611970.5496895,827411914.0864365,185435395.51040912,30767269.147757,2020/03/28
776618144.4550917,1079765224.2633302,820591738.7016852,183566697.19146293,30406715.759850286,2020/03/29
772040021.3519373,1073246518.3413097,812606366.6938999,181425750.39634869,29974493.721277557,2020/03/30
764916353.9195191,1063718133.3644831,801976540.9451078,178592001.1541695,29568851.88101881,2020/03/31
760436808.2173532,1056971811.0794728,794988493.4060713,176718223.70737842,29131083.478145566,2020/04/01
756251812.6418234,1050020885.8988553,788311354.8233466,174945562.5579928,28634819.816783365,2020/04/02
753425651.6227206,1044487071.4388869,784193017.64561,173968667.43046558,28263726.670878537,2020/04/03
752900972.4343312,1042510071.3973837,782766343.5190673,173552300.0659583,27961915.699532885,2020/04/04
753833885.4301715,1043304252.1850936,783420974.7513459,173500277.99263155,27736719.635201234,2020/04/05
752389420.7645885,1041423144.449053,780283735.210398,172690128.81876865,27527533.70569665,2020/04/06
748527498.9861772,1036776105.474725,774524158.8721454,171126554.42078343,27380648.479241014,2020/04/07
744140375.1311674,1030503652.5624802,768520226.4492347,169632367.0829643,27133606.099306934,2020/04/08
742250296.4093105,1027255784.7520878,765768553.0657092,168894084.1165008,26960928.094188962,2020/04/09
740819494.3748449,1024293831.1537322,764541526.2653226,168671785.8992499,26788252.373476136,2020/04/10
740326774.2150426,1022804815.5525948,764768953.4904064,168769825.26584,26607186.407018337,2020/04/11
740004053.0876813,1022324656.2308142,764448396.3681717,168662337.04498002,26621005.597843252,2020/04/12
739070872.6160663,1022136076.5425977,763286919.9624586,168329139.6029689,26559327.7935706,2020/04/13
735850214.9429188,1019099432.7893069,759127920.3840011,167104417.62814534,26400287.905924566,2020/04/14
734925441.3319645,1018326467.5769411,757978920.3347266,166454994.0076513,26116755.70545795,2020/04/15
734144889.9688089,1017284074.5673666,757452547.3136748,166042733.73896426,25796553.04425595,2020/04/16
735524747.9745561,1019685910.826805,759081442.2844757,166031294.3229858,25555188.77777107,2020/04/17
737679494.7771304,1021191017.4078026,762060024.1242301,166480210.66725123,25234905.552407794,2020/04/18
738841041.2584364,1023443303.5008787,763360070.2941052,166501930.0642492,25076959.71864191,2020/04/19
740104856.1631256,1027186895.140656,765245494.7447327,166628947.58887932,24908816.723675445,2020/04/20
739743397.147169,1028765917.2642971,764838888.903667,166044001.761184,24742137.467231363,2020/04/21
741128365.5322382,1031344729.7673101,766605871.7167511,166165196.89804137,24493004.862810764,2020/04/22
743113326.1986744,1034111391.1433029,769176640.1113309,166644560.66356343,24303891.052397702,2020/04/23
745286013.238727,1036859285.2402647,773156313.3554007,167613162.41060603,24178651.781141456,2020/04/24
749719431.9266021,1042714795.333629,779840646.1903745,169118943.5982441,24034036.551772904,2020/04/25
753659686.858262,1049091039.04197,785637781.7721379,170470917.5082087,24067717.884686783,2020/04/26
756320453.049838,1054723342.4740417,790053870.3492875,171515576.574387,24164571.430552036,2020/04/27
757153367.612397,1057890689.7955886,792181192.6914759,171898577.10079688,24256628.460176345,2020/04/28
760376559.1031786,1062961485.4958847,797194170.1139292,173052585.06024027,24235689.21272442,2020/04/29
764246860.3524888,1068559280.9420315,803016964.7225525,174420917.3111293,24207332.956551228,2020/04/30
769716816.1985989,1075238483.4089384,810088994.4080267,176424696.99836385,24558341.560604807,2020/05/01
776873213.1941851,1084015116.4965143,818561511.9326068,178794283.45839986,25014683.30829118,2020/05/02
784043501.9442534,1093841210.9651136,826335922.0308788,180733809.1985125,25481486.708641835,2020/05/03
788843604.6061074,1101277706.1053634,831411947.0216036,182098716.30775243,25992872.868843235,2020/05/04
792142332.6196901,1107505051.4652476,835286635.3319769,182847391.54237872,26268628.57320006,2020/05/05
796483454.4724592,1114425229.82671,841693215.5393639,184527547.2954247,26494711.45835844,2020/05/06
800484023.888379,1120063442.030048,847711421.620281,186117637.30041435,26671401.961380564,2020/05/07
804588405.539132,1125013804.5103374,854300300.7039099,188117106.1710575,26921668.29310012,2020/05/08
810116059.5082953,1131765490.831191,862229545.1068232,190263700.67158303,27104248.080250658,2020/05/09
815234934.1040379,1138831465.4849498,868776199.286351,192056254.86945114,27430232.23646722,2020/05/10
819618031.956536,1145467544.6288877,873355255.827791,193110596.205907,27719023.162330654,2020/05/11
821559908.5349995,1148706830.1178346,875136169.5600067,193586129.33561894,27967387.925726376,2020/05/12
822314965.587333,1149992522.3824291,877472239.2712643,194544509.36072814,28186114.22100539,2020/05/13
824401549.023422,1152173770.4903228,880763975.3264576,195717910.18432492,28423529.070119407,2020/05/14
828076770.3046865,1156217763.9656312,885796424.889296,197389540.26835936,28759061.49685525,2020/05/15
832480166.3193294,1160317617.3213086,891628326.3116094,199236171.3777973,28920409.268089633,2020/05/16
836044284.3032875,1163685238.3923252,895791515.1148503,200685674.35304907,29217879.121473964,2020/05/17
837928865.1850028,1166222088.5510523,897631780.7454431,201331850.13650307,29509586.639433496,2020/05/18
838684608.2777262,1167248682.7877266,897920143.6674035,201587165.8661498,29772794.85152847,2020/05/19
840175827.8156769,1168393774.125493,900270028.4718013,202612688.34293512,30037626.94503585,2020/05/20
841414877.4058272,1168487853.416339,902039185.7521427,203619338.68313125,30302656.13082139,2020/05/21
843227566.3842802,1169105614.93618,905059830.7019584,204974005.13402086,30568438.204564646,2020/05/22
845931086.758359,1170610412.1364744,909051888.3858837,206561514.57680085,30836705.77903178,2020/05/23
847583398.8299961,1171834395.7846966,911321940.9465024,207600151.38688177,31163038.154107112,2020/05/24
847513100.3693132,1171350460.8769078,911217035.3059591,207891522.92360044,31546957.289863367,2020/05/25
846509138.4269276,1169221993.9400659,909465477.6324763,207831844.3135084,31952170.578996114,2020/05/26
846886138.0739176,1168055202.4234111,910038028.6763712,208543521.13550898,32274018.643432625,2020/05/27
847517621.2303643,1166679821.074922,910677149.6148708,209293521.74907604,32549341.61257902,2020/05/28
848032569.242683,1165068674.8117118,912129446.1809598,210318755.52722266,32820533.12462534,2020/05/29
849634270.7024016,1165096373.329642,915128162.8658847,211616198.56379706,33030070.980401184,2020/05/30
849979061.9279773,1164364633.6596928,915942984.0805807,212289388.783617,33377720.309778746,2020/05/31
850644890.7225852,1164579128.687505,915632536.3157021,212293343.66050568,33611612.872661225,2020/06/01
848035573.386374,1160053697.9061952,911748008.7665458,211643444.3546033,33784433.993922845,2020/06/02
847203051.6444988,1157672481.643256,911228347.9590546,212013810.18407258,33943704.1632417,2020/06/03
846543251.3590685,1154750238.302125,909595764.9267882,212137521.04800463,34168534.896174185,2020/06/04
846295839.6065059,1152762740.153613,909477865.1766317,212624136.61571378,34402914.429840155,2020/06/05
846127792.9267108,1150674455.307631,909549794.869777,212971175.0272326,34462672.424550295,2020/06/06
845426765.1128839,1148602412.205283,908352602.9556991,213051427.1928637,34691147.01263529,2020/06/07
843773833.9903554,1146358620.9329317,905584990.6146994,212525249.4477523,34877152.62044945,2020/06/08
840549957.1844723,1141803714.8301413,900609333.7519273,211599522.588551,35075214.54783053,2020/06/09
839084887.1955385,1138314171.505183,897669359.6460023,211371334.7375465,35263957.83437663,2020/06/10
837373532.0945219,1134567270.1106963,896049448.136333,211414465.7280388,35338807.98230889,2020/06/11
835742312.8656663,1130855952.829714,895496013.6673279,211821665.38298965,35430636.618186064,2020/06/12
